1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0,61.0,62.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,84.0,85.0,86.0,87.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,97.0,98.0,99.0,100.0,101.0,102.0,103.0,104.0,105.0,106.0,107.0,108.0,109.0,110.0,111.0,112.0,113.0,114.0,115.0,116.0,117.0,118.0,119.0,120.0
0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
0.77,0.77,0.9,0.77,0.9,0.77,0.9,0.9,0.9,0.77,0.77,0.9,0.9,0.77,0.77,0.9,0.77,0.9,0.9,0.77,0.77,0.9,0.77,0.9,0.9,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.9,0.77,0.9,0.9,0.77,0.9,0.77,0.77,0.9,0.77,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.9,0.77,0.9,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.77,0.9,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.77,0.77,0.77,0.9,0.77,0.9,0.9,0.9,0.77,0.9,0.77,0.77,0.9,0.77,0.9,0.9,0.77,0.9,0.9,0.77,0.77,0.77,0.77,0.9,0.9,0.9,0.9,0.77,0.9,0.77,0.9,0.77,0.77
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
4.0,5.0,7.0,4.0,7.0,5.0,2.0,2.0,7.0,4.0,5.0,2.0,2.0,4.0,5.0,7.0,5.0,2.0,2.0,5.0,4.0,7.0,4.0,7.0,2.0,5.0,4.0,2.0,7.0,7.0,4.0,5.0,7.0,4.0,2.0,7.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,7.0,4.0,5.0,5.0,7.0,2.0,2.0,4.0,5.0,5.0,7.0,7.0,4.0,5.0,4.0,2.0,2.0,7.0,5.0,7.0,4.0,5.0,2.0,7.0,7.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,2.0,7.0,5.0,4.0,7.0,2.0,7.0,4.0,5.0,5.0,2.0,7.0,4.0,4.0,5.0,7.0,5.0,2.0,2.0,7.0,4.0,7.0,4.0,5.0,2.0,4.0,2.0,7.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,7.0,7.0,2.0,7.0,5.0,7.0,5.0,2.0,4.0,4.0
3.0,8.0,6.0,3.0,6.0,8.0,1.0,1.0,6.0,3.0,8.0,1.0,1.0,3.0,8.0,6.0,8.0,1.0,1.0,8.0,3.0,6.0,3.0,6.0,1.0,8.0,3.0,1.0,6.0,6.0,3.0,8.0,6.0,3.0,1.0,6.0,8.0,1.0,8.0,3.0,1.0,3.0,1.0,6.0,3.0,8.0,8.0,6.0,1.0,1.0,3.0,8.0,8.0,6.0,6.0,3.0,8.0,3.0,1.0,1.0,6.0,8.0,6.0,3.0,8.0,1.0,6.0,6.0,3.0,8.0,3.0,1.0,3.0,8.0,1.0,1.0,6.0,8.0,3.0,6.0,1.0,6.0,3.0,8.0,8.0,1.0,6.0,3.0,3.0,8.0,6.0,8.0,1.0,1.0,6.0,3.0,6.0,3.0,8.0,1.0,3.0,1.0,6.0,8.0,1.0,1.0,8.0,8.0,3.0,3.0,6.0,6.0,1.0,6.0,8.0,6.0,8.0,1.0,3.0,3.0
1333.0318321458292,1288.1949321158252,1339.450343425454,925.3937254187288,1665.4714902804087,2347.2493615383833,1111.8992338595197,1416.706160510813,1392.4319513930602,1041.4425874864098,1602.5450033312234,1316.9699431309398,2109.906682504117,1556.6234963826419,949.2538204786498,629.1371748593785,2024.2258992853058,2183.391845237659,1545.1862469033158,977.6812778833402,1514.045465379726,1706.6468936051767,2425.520431712082,1939.8323561909062,1331.3138637333038,583.127591969431,2062.35469805308,2433.639517681148,1084.836744756606,1065.2764574753485,1362.8201578769958,2156.6828368124507,2339.634756274144,1627.4273127655072,699.9827815701092,2483.0914985586255,1651.6973283084794,1831.000054401205,639.7307873973294,1230.285901856164,788.137483191059,2147.1458809834758,1054.8575687352204,1944.4565707332044,1912.380883427656,883.0315210963369,1373.6523263545262,713.5669283200743,1102.9978475619278,1115.0064910549163,1578.4153071390238,2413.4044694504623,2430.4836362352517,1430.4269260556061,2427.1996831915253,1542.8008112059304,2193.562820589134,613.6833421074944,1540.6060100239577,1989.663004449671,2340.0225806939775,2167.650483972211,2023.536466018648,2143.760007373892,1840.29979634762,2287.6446784991176,601.4865565960614,1190.4856673028335,1091.3086997312532,673.424300144482,660.6467809328383,1380.312908343823,716.0502407868821,1175.5849250135764,2151.3085000985016,2165.888300643899,1875.4106965083022,1612.3619283507949,1507.0454043699783,1620.675317093132,1985.5470621496893,1193.285918069626,1035.275903052536,2167.932027665541,1530.4530732715868,1285.0989733361387,2281.2708054763907,2430.4252877599,1536.2669687016482,2227.7752533460475,2053.896083815484,1847.7632452301084,1698.8221614753504,566.1732309535703,2485.9572025559123,1890.5107600597016,2154.9275433504617,1980.1190475321562,2250.7554843897765,1132.0283166810673,2480.9850095772817,1279.0776630967512,2077.127055915881,1820.4170210992395,1447.040202292959,940.202350680797,1030.1077118240694,1410.9028561612681,1996.3796561597885,1210.7199547052346,780.6379395154337,1681.3194370659385,2122.2543424777527,2413.7120363338736,1232.2870015519607,2241.86690386175,983.447488739984,1315.76376842308,2449.343471967392,2488.9275669584113
1400.0,1400.0,1800.0,2000.0,2000.0,2000.0,1200.0,2000.0,1800.0,1400.0,1800.0,1800.0,1800.0,1400.0,1400.0,1600.0,2000.0,1200.0,1200.0,1600.0,1200.0,2000.0,1400.0,2000.0,1400.0,1600.0,1600.0,1800.0,1600.0,1200.0,1200.0,1800.0,1400.0,2000.0,1200.0,1200.0,2000.0,1600.0,1400.0,1800.0,1800.0,1600.0,1600.0,1800.0,2000.0,1200.0,2000.0,1800.0,1400.0,1400.0,1200.0,1400.0,2000.0,1600.0,2000.0,1200.0,1200.0,1400.0,1800.0,1600.0,1600.0,1200.0,1400.0,1400.0,1200.0,1600.0,1400.0,2000.0,1200.0,1200.0,1800.0,2000.0,1200.0,2000.0,1400.0,2000.0,1400.0,1200.0,1200.0,2000.0,1600.0,1400.0,1800.0,2000.0,1600.0,1600.0,1200.0,1400.0,1800.0,2000.0,1800.0,1600.0,1600.0,1800.0,1800.0,1800.0,2000.0,1600.0,1600.0,1800.0,1800.0,1400.0,2000.0,1800.0,1800.0,1400.0,1600.0,1200.0,2000.0,1200.0,1600.0,1600.0,1400.0,1200.0,2000.0,1200.0,1400.0,1800.0,1600.0,1600.0
