1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0,60.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9,0.9,0.77,0.77,0.9,0.77,0.9,0.77,0.77,0.9,0.9,0.77,0.9,0.77,0.77,0.9,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.77,0.77,0.9,0.9,0.77,0.77,0.9,0.9,0.77,0.9,0.77,0.9,0.77,0.9,0.9,0.77,0.77,0.77,0.9,0.9,0.77,0.77,0.9,0.77,0.9,0.77,0.9,0.9,0.77,0.9,0.77,0.9,0.77,0.9,0.77,0.9,0.77
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0
4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0
575.1173244536982,1179.252957157656,1164.6590385150446,578.5155879555921,843.0904858879702,727.8482970441061,1270.1174669087013,2183.1644040755587,1649.0369997119162,881.919273285076,1330.1863791877547,727.6611603346269,1304.6561806151299,753.3733313780766,2228.2886136146985,1277.228561553854,2171.494684554908,2405.0927003958914,2339.960433130769,2379.738039965481,1427.0249617938546,1383.220607735829,1247.4155624999707,1553.2075088848596,1845.3134043348516,1935.4125650640574,1053.1651585588897,1724.1011298767487,1308.8272095686534,1230.5485147518666,2088.8016054317745,586.4047778685026,1813.4242857546428,674.3640585137516,1527.5098769283193,1702.1838653323944,1466.2463843958308,740.5776731455273,1171.364907828183,1804.5606530152832,2367.3830314300812,868.5272783320619,1008.5282497396329,2223.363173792077,1614.0159556447627,671.4744377887813,936.340614296659,2184.646378881927,1547.843758159905,1417.5349083842154,2389.4064804585914,1679.6327881457655,1915.241824342182,1278.871832986709,1412.6456162419788,601.8968861747571,2494.092153259626,1329.4420041605936,1520.1631571800208,612.0954156162644
1800.0,1800.0,1200.0,1800.0,1200.0,1200.0,1800.0,1600.0,1200.0,1200.0,2000.0,2000.0,1600.0,1400.0,1800.0,2000.0,1600.0,2000.0,1400.0,1400.0,1400.0,1200.0,2000.0,1800.0,1600.0,2000.0,1400.0,2000.0,1800.0,1400.0,1400.0,1400.0,2000.0,1800.0,2000.0,1200.0,1600.0,1200.0,1200.0,1800.0,1200.0,1600.0,1200.0,1600.0,1600.0,1600.0,1400.0,1600.0,1400.0,2000.0,1800.0,1600.0,2000.0,1400.0,1400.0,1200.0,1800.0,1600.0,2000.0,1800.0
2944.0418506192896,2060.6463253022926,2649.088182394076,1457.2748991494882,2601.6796279500754,1739.368808235889,1332.9828942950162,2561.4662399674285,2730.3567281429614,1770.481656772662,2442.520083054607,2663.93684929349,1872.460356554742,2808.9293956768574,1908.6394560041663,1971.499393046755,2662.8044584704235,2721.9328183505836,1867.35110367161,1360.863452209331,2426.676984439469,2091.3264900978934,2785.7752493529197,1329.627029232061,2715.300730661172,2697.195241323713,2229.9236562652545,2646.987661665829,2512.995607804874,2809.387345051628,2533.5046483216925,1124.769741874306,1050.5267655658317,2515.693821872116,1860.5385870832545,2910.416293233006,1739.7742998448039,2186.079168902794,1986.710781137499,2928.1874475903774,2198.9110971560785,2744.6210935821023,1818.6288252724669,1939.1550945546826,1894.84932165056,2483.071073104719,1306.7905837351489,1162.6797680964355,1644.6411860590308,1989.7826234139543,2553.8835294236815,2263.942708097931,1433.4403936154877,2879.0640710025764,2506.300043721504,1454.1477255078148,1289.9112279288454,2667.4601520426745,1210.932800708292,1696.5160377963966
105.0,196.0,57.0,66.0,186.0,75.0,17.0,141.0,88.0,206.0,231.0,130.0,195.0,208.0,45.0,14.0,99.0,5.0,93.0,56.0,97.0,67.0,239.0,187.0,160.0,48.0,84.0,39.0,197.0,168.0,29.0,200.0,153.0,49.0,198.0,80.0,41.0,202.0,96.0,28.0,55.0,37.0,69.0,133.0,184.0,58.0,234.0,162.0,79.0,33.0,16.0,207.0,103.0,182.0,240.0,36.0,223.0,180.0,217.0,34.0
214.0,52.0,31.0,174.0,181.0,135.0,122.0,149.0,229.0,95.0,189.0,77.0,62.0,90.0,152.0,225.0,176.0,140.0,204.0,173.0,227.0,115.0,100.0,60.0,18.0,205.0,123.0,51.0,9.0,158.0,124.0,11.0,134.0,235.0,63.0,233.0,15.0,10.0,216.0,113.0,101.0,24.0,50.0,116.0,161.0,86.0,178.0,19.0,215.0,70.0,125.0,76.0,21.0,221.0,61.0,172.0,82.0,81.0,110.0,87.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,4.0,2.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
